Company Name,Form Type,CIK,Date Filed,File Name,Error
"Invus Public Equities Advisors, LLC",13F-NT,1340096,20240513,edgar/data/1340096/0001340096-24-000004.txt,AUM not found or could not be parsed
"KLP Enterprises, LLC",13F-NT,1593399,20240513,edgar/data/1593399/0000891836-24-000024.txt,AUM not found or could not be parsed
"Insight Venture Management, LLC",13F-NT,1498545,20240513,edgar/data/1498545/0000899140-24-000557.txt,AUM not found or could not be parsed
"Insight Venture Associates X, L.P.",13F-NT,1844845,20240513,edgar/data/1844845/0000899140-24-000559.txt,AUM not found or could not be parsed
Leap GP LLC,13F-NT,1831307,20240513,edgar/data/1831307/0001667731-24-000219.txt,AUM not found or could not be parsed
Fiduciary Trust Co International of Pennsylvania,13F-NT,1560808,20240513,edgar/data/1560808/0000038777-24-000089.txt,AUM not found or could not be parsed
"Level Four Capital Management, LLC",13F-NT,1812185,20240513,edgar/data/1812185/0001812185-24-000002.txt,AUM not found or could not be parsed
"Jump Trading Holdings, LLC",13F-NT,1831304,20240513,edgar/data/1831304/0001667731-24-000218.txt,AUM not found or could not be parsed
Lgt Capital Partners (USA) Inc.,13F-NT,2011783,20240513,edgar/data/2011783/0002011783-24-000004.txt,AUM not found or could not be parsed
Jump Trading Cayman Ltd.,13F-NT,1884831,20240513,edgar/data/1884831/0001667731-24-000217.txt,AUM not found or could not be parsed
Leap Investments LP,13F-NT,1779672,20240513,edgar/data/1779672/0001667731-24-000220.txt,AUM not found or could not be parsed
"MIDDLEFIELD VENTURES, INC.",13F-NT,1390251,20240513,edgar/data/1390251/0001390251-24-000009.txt,AUM not found or could not be parsed
Menora Mivtachim Pensions & Gemel Ltd.,13F-NT,1506485,20240513,edgar/data/1506485/0001178913-24-001689.txt,AUM not found or could not be parsed
MWG GP LLC,13F-NT,1547584,20240513,edgar/data/1547584/0001427119-24-000006.txt,AUM not found or could not be parsed
Franklin Templeton International Services S.a r.l,13F-NT,1766900,20240513,edgar/data/1766900/0000038777-24-000088.txt,AUM not found or could not be parsed
NB Alternatives Advisers LLC,13F-NT,1469000,20240513,edgar/data/1469000/0001415889-24-012946.txt,AUM not found or could not be parsed
Natixis Investment Managers SA,13F-NT,1535815,20240513,edgar/data/1535815/0001104659-24-060506.txt,AUM not found or could not be parsed
Neuberger Berman Trust Co of Delaware N.A.,13F-NT,1497476,20240513,edgar/data/1497476/0001415889-24-012955.txt,AUM not found or could not be parsed
Neuberger Berman Asia Ltd,13F-NT,1640762,20240513,edgar/data/1640762/0001415889-24-012951.txt,AUM not found or could not be parsed
Nomura Asset Management Malaysia Sdn. Bhd.,13F-NT,1568445,20240513,edgar/data/1568445/0001140361-24-025689.txt,AUM not found or could not be parsed
Nomura Islamic Asset Management Sdn. Bhd.,13F-NT,1672271,20240513,edgar/data/1672271/0001140361-24-025681.txt,AUM not found or could not be parsed
"North Rock Capital Management, LLC",13F-NT,1848800,20240513,edgar/data/1848800/0001172661-24-002190.txt,AUM not found or could not be parsed
Neuberger Berman Canada ULC,13F-NT,1531987,20240513,edgar/data/1531987/0001415889-24-012957.txt,AUM not found or could not be parsed
Nomura Asset Management Taiwan Ltd.,13F-NT,1674607,20240513,edgar/data/1674607/0001140361-24-025675.txt,AUM not found or could not be parsed
Nomura Asset Management Europe KVG mbH,13F-NT,1831764,20240513,edgar/data/1831764/0001140361-24-025680.txt,AUM not found or could not be parsed
North Rock Capital Management (UK) LLP,13F-NT,2004655,20240513,edgar/data/2004655/0001172661-24-002191.txt,AUM not found or could not be parsed
Neuberger Berman Investment Advisers LLC,13F-NT,1230440,20240513,edgar/data/1230440/0001415889-24-012948.txt,AUM not found or could not be parsed
Neuberger Berman Taiwan (SITE) Ltd,13F-NT,1944468,20240513,edgar/data/1944468/0001415889-24-012959.txt,AUM not found or could not be parsed
Nomura Asset Management U.K. Ltd,13F-NT,1332826,20240513,edgar/data/1332826/0001140361-24-025679.txt,AUM not found or could not be parsed
Neuberger Berman Trust Co N.A.,13F-NT,1497372,20240513,edgar/data/1497372/0001415889-24-012953.txt,AUM not found or could not be parsed
Menora Mivtachim Insurance Ltd.,13F-NT,1506486,20240513,edgar/data/1506486/0001178913-24-001687.txt,AUM not found or could not be parsed
"PATHSTONE FAMILY OFFICE, LLC",13F-NT,1511137,20240513,edgar/data/1511137/0001085146-24-002438.txt,AUM not found or could not be parsed
Olayan Asia Pacific Pte. Ltd.,13F-NT,2012113,20240513,edgar/data/2012113/0000947871-24-000460.txt,AUM not found or could not be parsed
PM CAPITAL Ltd,13F-NT,1630363,20240513,edgar/data/1630363/0001577774-24-000007.txt,AUM not found or could not be parsed
PM CAPITAL Ltd,13F-NT,1630363,20240513,edgar/data/1630363/0001577774-24-000006.txt,AUM not found or could not be parsed
Mizuho Americas LLC,13F-NT,1785149,20240513,edgar/data/1785149/0001785149-24-000002.txt,AUM not found or could not be parsed
"OSAIC INSTITUTIONS, INC.",13F-NT,914904,20240513,edgar/data/914904/0000914904-24-000007.txt,AUM not found or could not be parsed
Pitcairn Financial Group LLC,13F-NT,1315959,20240513,edgar/data/1315959/0001398344-24-009322.txt,AUM not found or could not be parsed
Pitcairn Trust Co LLC,13F-NT,846620,20240513,edgar/data/846620/0001398344-24-009320.txt,AUM not found or could not be parsed
Poseidonos LLC,13F-NT,2012091,20240513,edgar/data/2012091/0000947871-24-000461.txt,AUM not found or could not be parsed
RBC Dominion Securities Inc.,13F-NT,1317808,20240513,edgar/data/1317808/0001140361-24-025601.txt,AUM not found or could not be parsed
RBC CMA LLC,13F-NT,1316278,20240513,edgar/data/1316278/0001140361-24-025720.txt,AUM not found or could not be parsed
"RBC Capital Markets, LLC",13F-NT,50916,20240513,edgar/data/50916/0001140361-24-025719.txt,AUM not found or could not be parsed
SETANTA ASSET MANAGEMENT,13F-NT,1620577,20240513,edgar/data/1620577/0001046192-24-000013.txt,AUM not found or could not be parsed
SMBC Nikko Securities Inc.,13F-NT,1552241,20240513,edgar/data/1552241/0000950123-24-004508.txt,AUM not found or could not be parsed
"RockCreek (Canada) Adviser, Inc.",13F-NT,1877501,20240513,edgar/data/1877501/0000950123-24-004562.txt,AUM not found or could not be parsed
STATE FARM INVESTMENT MANAGEMENT CORP,13F-NT,729056,20240513,edgar/data/729056/0000315032-24-000027.txt,AUM not found or could not be parsed
SUMITOMO MITSUI BANKING CORP,13F-NT,1184915,20240513,edgar/data/1184915/0000950123-24-004505.txt,AUM not found or could not be parsed
SMBC Trust Bank Ltd.,13F-NT,1748941,20240513,edgar/data/1748941/0000950123-24-004507.txt,AUM not found or could not be parsed
"SUNAMERICA ASSET MANAGEMENT, LLC",13F-NT,863926,20240513,edgar/data/863926/0001104659-24-060678.txt,AUM not found or could not be parsed
STATE FARM LIFE INSURANCE CO,13F-NT,900389,20240513,edgar/data/900389/0000315032-24-000023.txt,AUM not found or could not be parsed
Singhal Sandeep,13F-NT,1847012,20240513,edgar/data/1847012/0001172661-24-002238.txt,AUM not found or could not be parsed
State Farm Insurance Companies Employee Retirement Trust,13F-NT,2011492,20240513,edgar/data/2011492/0000315032-24-000026.txt,AUM not found or could not be parsed
Stichting Administratiekantoor Westend,13F-NT,1460840,20240513,edgar/data/1460840/0001460840-24-000004.txt,AUM not found or could not be parsed
TEMPLETON GLOBAL ADVISORS LTD,13F-NT,1014885,20240513,edgar/data/1014885/0000038777-24-000078.txt,AUM not found or could not be parsed
Olayan Investments Co Establishment,13F-NT,1646198,20240513,edgar/data/1646198/0000947871-24-000462.txt,AUM not found or could not be parsed
STATE FARM LIFE & ACCIDENT ASSURANCE CO,13F-NT,1121603,20240513,edgar/data/1121603/0000315032-24-000025.txt,AUM not found or could not be parsed
TRUIST BANK /NC/,13F-NT,764116,20240513,edgar/data/764116/0000092230-24-000031.txt,AUM not found or could not be parsed
"Swan Capital Management, LLC",13F-NT,1591478,20240513,edgar/data/1591478/0001591478-24-000004.txt,AUM not found or could not be parsed
TRAVELERS INDEMNITY CO,13F-NT,937875,20240513,edgar/data/937875/0001104659-24-060549.txt,AUM not found or could not be parsed
STATE FARM FIRE & CASUALTY CO,13F-NT,900390,20240513,edgar/data/900390/0000315032-24-000024.txt,AUM not found or could not be parsed
"Tekne Long Only Master Fund, L.P.",13F-NT,1731051,20240513,edgar/data/1731051/0000919574-24-002841.txt,AUM not found or could not be parsed
"Tekne Master Fund, L.P.",13F-NT,1557567,20240513,edgar/data/1557567/0000919574-24-002840.txt,AUM not found or could not be parsed
STRATEGIC ADVISERS LLC,13F-NT,1026420,20240513,edgar/data/1026420/0000318989-24-000110.txt,AUM not found or could not be parsed
TEMPLETON ASSET MANAGEMENT LTD,13F-NT,1039348,20240513,edgar/data/1039348/0000038777-24-000085.txt,AUM not found or could not be parsed
TEMPLETON INVESTMENT COUNSEL LLC,13F-NT,315282,20240513,edgar/data/315282/0000038777-24-000092.txt,AUM not found or could not be parsed
Timelo Strategic Opportunities Fund,13F-NT,1909604,20240513,edgar/data/1909604/0000919574-24-002855.txt,AUM not found or could not be parsed
UBS AG,13F-NT,1114446,20240513,edgar/data/1114446/0000950123-24-004517.txt,AUM not found or could not be parsed
UBS BRASIL ADMINISTRADORA DE VALORES MOBILIARIOS LTDA.,13F-NT,1895578,20240513,edgar/data/1895578/0000950123-24-004514.txt,AUM not found or could not be parsed
Shenoy Muralidhar,13F-NT,1847008,20240513,edgar/data/1847008/0001172661-24-002236.txt,AUM not found or could not be parsed
UBS (Monaco) S.A.,13F-NT,1946272,20240513,edgar/data/1946272/0000950123-24-004576.txt,AUM not found or could not be parsed
"Sumitomo Mitsui Card Company, Ltd",13F-NT,1831012,20240513,edgar/data/1831012/0000950123-24-004506.txt,AUM not found or could not be parsed
UBS FINANCIAL SERVICES INC,13F-NT,1161787,20240513,edgar/data/1161787/0000950123-24-004515.txt,AUM not found or could not be parsed
UBS EUROPE SE,13F-NT,1894864,20240513,edgar/data/1894864/0000950123-24-004510.txt,AUM not found or could not be parsed
UBS La Maison de Gestion,13F-NT,1901383,20240513,edgar/data/1901383/0000950123-24-004512.txt,AUM not found or could not be parsed
Viola Ventures GP 3 Ltd.,13F-NT,1965212,20240513,edgar/data/1965212/0001178913-24-001693.txt,AUM not found or could not be parsed
UBS Bank (Canada),13F-NT,1916847,20240513,edgar/data/1916847/0000950123-24-004511.txt,AUM not found or could not be parsed
WEISS ANDREW M,13F-NT,1357643,20240513,edgar/data/1357643/0001357643-24-000001.txt,AUM not found or could not be parsed
UBS SECURITIES LLC,13F-NT,230611,20240513,edgar/data/230611/0000950123-24-004513.txt,AUM not found or could not be parsed
"WestBridge Crossover Fund, LLC",13F-NT,1526766,20240513,edgar/data/1526766/0001172661-24-002241.txt,AUM not found or could not be parsed
Wendell Peter C,13F-NT,1032635,20240513,edgar/data/1032635/0001172661-24-002237.txt,AUM not found or could not be parsed
UBS Switzerland AG,13F-NT,1644493,20240513,edgar/data/1644493/0000950123-24-004516.txt,AUM not found or could not be parsed
Winton Capital Management Ltd,13F-NT,1456098,20240513,edgar/data/1456098/0001456098-24-000003.txt,AUM not found or could not be parsed
XTX Holdings Ltd,13F-NT,1747035,20240513,edgar/data/1747035/0001828301-24-000005.txt,AUM not found or could not be parsed
XTX MARKETS LLC,13F-NT,1715650,20240513,edgar/data/1715650/0001828301-24-000007.txt,AUM not found or could not be parsed
Westend S.A.,13F-NT,1283968,20240513,edgar/data/1283968/0001283968-24-000004.txt,AUM not found or could not be parsed
XTX Midco Ltd,13F-NT,1828300,20240513,edgar/data/1828300/0001828301-24-000004.txt,AUM not found or could not be parsed
"AFFILIATED MANAGERS GROUP, INC.",13F-NT,1004434,20240514,edgar/data/1004434/0000950123-24-005075.txt,AUM not found or could not be parsed
"1919 Investment Counsel, LLC",13F-NT,1324943,20240514,edgar/data/1324943/0001324943-24-000002.txt,AUM not found or could not be parsed
Viola Growth Management Fund 2 Ltd.,13F-NT,1803169,20240513,edgar/data/1803169/0001178913-24-001695.txt,AUM not found or could not be parsed
"AB CarVal Investors, LP",13F-NT,1425040,20240514,edgar/data/1425040/0001532155-24-000108.txt,AUM not found or could not be parsed
APG Group,13F-NT,1434820,20240514,edgar/data/1434820/0001434820-24-000004.txt,AUM not found or could not be parsed
ALLIANZ LIFE INSURANCE CO OF NORTH AMERICA,13F-NT,72499,20240514,edgar/data/72499/0000950123-24-005020.txt,AUM not found or could not be parsed
XTX Capital Ltd,13F-NT,1828299,20240513,edgar/data/1828299/0001828301-24-000008.txt,AUM not found or could not be parsed
XTX Holdings LLC,13F-NT,1828298,20240513,edgar/data/1828298/0001828301-24-000006.txt,AUM not found or could not be parsed
Wingate Andrew D.,13F-NT,1498928,20240513,edgar/data/1498928/0000891836-24-000023.txt,AUM not found or could not be parsed
Abu Dhabi Investment Council Co P.J.S.C,13F-NT,1814011,20240514,edgar/data/1814011/0000950123-24-004770.txt,AUM not found or could not be parsed
"WestBridge Capital US Advisors, LP",13F-NT,1846563,20240513,edgar/data/1846563/0001172661-24-002242.txt,AUM not found or could not be parsed
"Allianz Fund Investments, Inc.",13F-NT,1702249,20240514,edgar/data/1702249/0000950123-24-005016.txt,AUM not found or could not be parsed
Allianz Global Investors GmbH,13F-NT,1549940,20240514,edgar/data/1549940/0000950123-24-004720.txt,AUM not found or could not be parsed
Allianz Global Investors UK Ltd,13F-NT,1989201,20240514,edgar/data/1989201/0000950123-24-004713.txt,AUM not found or could not be parsed
Ally Insurance Holdings Inc.,13F-NT,1527685,20240514,edgar/data/1527685/0001527685-24-000004.txt,AUM not found or could not be parsed
Allianz Global Investors Asia Pacific Ltd,13F-NT,1453852,20240514,edgar/data/1453852/0000950123-24-004722.txt,AUM not found or could not be parsed
AVIVA INVESTORS GLOBAL SERVICES LTD,13F-NT,1140211,20240514,edgar/data/1140211/0001140022-24-000008.txt,AUM not found or could not be parsed
XTX EXECUTION SERVICES LLC,13F-NT,1812830,20240513,edgar/data/1812830/0001828301-24-000009.txt,AUM not found or could not be parsed
Atlas Capital GP IV LP,13F-NT,1917278,20240514,edgar/data/1917278/0000899140-24-000601.txt,AUM not found or could not be parsed
Atlas Capital GP III LP,13F-NT,1788552,20240514,edgar/data/1788552/0000899140-24-000602.txt,AUM not found or could not be parsed
Allianz Global Investors Taiwan Ltd.,13F-NT,1562008,20240514,edgar/data/1562008/0000950123-24-004723.txt,AUM not found or could not be parsed
Aviva Investors Americas LLC,13F-NT,1817620,20240514,edgar/data/1817620/0001140022-24-000009.txt,AUM not found or could not be parsed
Apoletto Ltd,13F-NT,1730494,20240514,edgar/data/1730494/0000950123-24-005125.txt,AUM not found or could not be parsed
"BAIN CAPITAL VENTURE FUND 2014, L.P.",13F-NT,1609330,20240514,edgar/data/1609330/0000950123-24-004983.txt,AUM not found or could not be parsed
Atika Capital Partners LP,13F-NT,1568986,20240514,edgar/data/1568986/0001214659-24-008984.txt,AUM not found or could not be parsed
BAIRD ROBERT W & CO INC /WI/,13F-NT,810972,20240514,edgar/data/810972/0001648711-24-000012.txt,AUM not found or could not be parsed
"BAIN CAPITAL VENTURE COINVESTMENT FUND, L.P.",13F-NT,1609318,20240514,edgar/data/1609318/0000950123-24-004979.txt,AUM not found or could not be parsed
BANK OF HAWAII CORP,13F-NT,46195,20240514,edgar/data/46195/0000046195-24-000003.txt,AUM not found or could not be parsed
Atlas Capital Resources GP III LLC,13F-NT,1788597,20240514,edgar/data/1788597/0000899140-24-000600.txt,AUM not found or could not be parsed
BOS International Fund,13F-NT,1965141,20240514,edgar/data/1965141/0001965141-24-000003.txt,AUM not found or could not be parsed
BTG Pactual Asset Management S.A. DTVM,13F-NT,1569785,20240514,edgar/data/1569785/0001569785-24-000001.txt,AUM not found or could not be parsed
BAIRD TRUST Co,13F-NT,1442181,20240514,edgar/data/1442181/0001442181-24-000004.txt,AUM not found or could not be parsed
"ATALANTA SOSNOFF MANAGEMENT, LLC",13F-NT,811447,20240514,edgar/data/811447/0001172661-24-002304.txt,AUM not found or could not be parsed
"Bain Capital Venture Partners 2014, L.P.",13F-NT,1767194,20240514,edgar/data/1767194/0000950123-24-004982.txt,AUM not found or could not be parsed
BTG Pactual Asset Management US LLC,13F-NT,1569579,20240514,edgar/data/1569579/0001569785-24-000003.txt,AUM not found or could not be parsed
BTG PACTUAL (UK) Ltd,13F-NT,1569595,20240514,edgar/data/1569595/0001569785-24-000002.txt,AUM not found or could not be parsed
Anson Advisors Inc.,13F-NT,1581079,20240514,edgar/data/1581079/0000950123-24-005060.txt,AUM not found or could not be parsed
Barta Jan,13F-NT,1892479,20240514,edgar/data/1892479/0000921895-24-001158.txt,AUM not found or could not be parsed
"Bain Capital Venture Coinvestment Partners, L.P.",13F-NT,1767193,20240514,edgar/data/1767193/0000950123-24-004980.txt,AUM not found or could not be parsed
Bank of Montreal Europe Plc,13F-NT,1674398,20240514,edgar/data/1674398/0001674398-24-000005.txt,AUM not found or could not be parsed
Atlas Capital Resources GP IV LLC,13F-NT,1917749,20240514,edgar/data/1917749/0000899140-24-000599.txt,AUM not found or could not be parsed
BMO PRIVATE INVESTMENT COUNSEL INC.,13F-NT,1600095,20240514,edgar/data/1600095/0001600095-24-000004.txt,AUM not found or could not be parsed
CA Indosuez (Suisse) SA,13F-NT,1335241,20240514,edgar/data/1335241/0000950123-24-004942.txt,AUM not found or could not be parsed
CA Indosuez Wealth (Europe),13F-NT,1330773,20240514,edgar/data/1330773/0000950123-24-004937.txt,AUM not found or could not be parsed
CAPITAL RESEARCH & MANAGEMENT CO,13F-NT,17283,20240514,edgar/data/17283/0000732812-24-000018.txt,AUM not found or could not be parsed
Bexil Advisers LLC,13F-NT,1520629,20240514,edgar/data/1520629/0000892712-24-000075.txt,AUM not found or could not be parsed
Bylinsky Gregory,13F-NT,1427289,20240514,edgar/data/1427289/0000921895-24-001160.txt,AUM not found or could not be parsed
CLARK FINANCIAL SERVICES GROUP INC,/BD,13F-HR,1001011,20240514,HTTP 404
Allianz Global Investors Japan Co. Ltd.,13F-NT,1666778,20240514,edgar/data/1666778/0000950123-24-004721.txt,AUM not found or could not be parsed
CREDIT AGRICOLE INDOSUEZ GESTION,13F-NT,1697575,20240514,edgar/data/1697575/0000950123-24-004941.txt,AUM not found or could not be parsed
CLC Global Management Pte. Ltd.,13F-NT,1889719,20240514,edgar/data/1889719/0001634255-24-000005.txt,AUM not found or could not be parsed
"Capital Group International, Inc.",13F-NT,949308,20240514,edgar/data/949308/0000732812-24-000010.txt,AUM not found or could not be parsed
Cardew Services Ltd,13F-NT,1550169,20240514,edgar/data/1550169/0000950123-24-005110.txt,AUM not found or could not be parsed
CITY NATIONAL BANK,13F-NT,275216,20240514,edgar/data/275216/0001104659-24-060798.txt,AUM not found or could not be parsed
